11 , TPL,04/08/2012 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
280 , WMSL,31/05/2011 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
12 , MNGL,20/06/2013 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
13 , IGL,04/02/2011 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
14 , BPCL,24/07/2014 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
269 , TEL,06/08/2014 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
15 , HPCL,17/11/2010 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
16 , JSW,11/10/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
16 , JSW,25/11/2014 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
17 , BGL,11/10/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
17 , BGL,28/07/2016 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
18 , GSFC,14/03/2016 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
228 , H-Energy,14/11/2016 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
160 , SIMPL,11/10/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
160 , SIMPL,14/11/2016 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
19 , ATGL,11/10/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
19 , ATGL,13/01/2017 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
20 , AMNS,26/08/2006 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
154 , SEMTPL,28/07/2017 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
21 , SGIPL,28/11/2017 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
22 , VGL,03/07/2019 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
23 , PGPGPL,28/04/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
23 , PGPGPL,01/04/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PGPL,04/10/2019 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
24 , HCG,02/12/2019 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
25 , GGL,09/12/2019 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
26 , CFC,01/01/2020 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
27 , IFFCO,01/01/2020 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
28 , HGL-RLNG,01/02/2020 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
29 , PipeInfra,11/10/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
29 , PipeInfra,01/01/2020 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
30 , NFL,01/05/2020 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
31 , HSIL,01/05/2020 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , VVF,01/05/2020 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , VVF,14/07/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
32 , KFL,23/07/2020 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
197 , BIL,25/06/2020 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
254 , RIPL,19/11/2020 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
207 , CP,15/10/2020 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
150 , HALHFGL,26/10/2020 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
187 , VIDUWIL,01/01/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
33 , AGP CGD,25/01/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
34 , MINDA,29/01/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
238 , LEIPL,04/11/2020 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
35 , SCHOTT,24/02/2020 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
36 , HIL,01/01/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
37 , HCGD-B,01/04/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
198 , BIPL,21/07/2020 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
220 , EXXARO,23/06/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
220 , EXXARO,29/05/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
257 , STVPL,11/10/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
257 , STVPL,18/02/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
233 , JGPL,11/10/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
233 , JGPL,18/02/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
279 , WALLCERA,17/02/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
193 , ASTIS,11/10/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
193 , ASTIS,17/02/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
109 , PROTON,11/10/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
109 , PROTON,16/06/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
109 , PROTON,16/02/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
192 , ANTIQUE,11/10/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
192 , ANTIQUE,16/06/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
192 , ANTIQUE,16/02/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
149 , ACEGRAL,11/10/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
149 , ACEGRAL,16/06/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
149 , ACEGRAL,16/02/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
38 , KAJARIA,30/11/2020 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
222 , GASGROWS,11/10/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
222 , GASGROWS,07/05/2020 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
39 , SISECAM,09/06/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
40 , ATPL,17/12/2020 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
41 , OPAL,28/07/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
234 , JKPAPER,02/08/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
263 , STL,25/08/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
273 , UEPL,11/10/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
273 , UEPL,03/09/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
206 , CELLO,01/12/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
204 , CALDERYS,11/10/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
204 , CALDERYS,20/12/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
42 , RCF,30/12/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
201 , BWRL,25/01/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
235 , KRYO,11/10/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
235 , KRYO,31/01/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
276 , VIRGO,12/02/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
196 , BLPL,02/03/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
223 , GIPSKARTON,24/03/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
270 , TGPL,27/04/2005 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
116 , SELNG,29/04/2005 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
256 , SITME,20/10/2008 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , DT,01/04/2005 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
268 , ThirdParty,01/03/2012 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , Gunvor ,10/02/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , RIL-D6,01/01/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , BP ,01/01/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , AMNS-T,01/01/2019 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , AMNS-T,14/07/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , RIL-CBM,25/03/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
226 , HPPL,01/07/2017 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PIL-Haz,23/03/2018 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PIL-Haz,28/06/2023 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
45 , GSPL,21/04/2006 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , GAIL-Haz,08/03/2007 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , GAIL-Haz,14/07/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PLLD,01/01/2020 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PLLD,27/06/2023 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , D6Gadimoga,01/03/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , D6Gadimoga,14/07/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PANKGA,01/01/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PANKGA,27/06/2023 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PMSKGA,01/01/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PMSKGA,27/06/2023 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PBHDGS,01/01/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PBHDGS,27/06/2023 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PURCHASE-T,01/10/2021 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PURCHASE-T,27/06/2023 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PARK-ANK,01/02/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PARK-ANK,27/06/2023 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PHUCBM,31/03/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PHUCBM,14/07/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PARK-MSK,19/04/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PARK-MSK,27/06/2023 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PARK-BHD,19/04/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PARK-BHD,27/06/2023 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PARKPHUCBM,19/04/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PARKPHUCBM,27/06/2023 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
46 , TGLPL,29/04/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
47 , TGBPL,29/04/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
48 , BGEPL,29/04/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
231 , IMCL,12/05/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PMSKP,13/05/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , PMSKP,27/06/2023 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
49 , VVF India,14/05/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
50 , GNFC,24/05/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
140 , MEGHHQX,02/06/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
51 , ONGC,07/06/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
52 , GLIL,07/06/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
272 , UGEL,09/06/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
255 , SGI-AP,27/06/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , IGX,29/06/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , IGX,30/06/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , IGX,14/07/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , IGX,29/06/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
53 , RGPL,29/06/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
224 , GTIPL,01/07/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , GSPL-C,12/07/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , GSPL-C,12/07/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
117 , PEPL,13/07/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
54 , GFCL,14/07/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , DERL,16/08/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
55 , CPL,16/08/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
56 , IRM,07/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
56 , IRM,24/08/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
57 , PPL,26/08/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
58 , YARALTD,06/09/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
59 , INPEROX,13/09/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
60 , RAFECHL,28/09/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
124 , MGRPL,07/10/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
124 , MGRPL,01/10/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
208 , CNTENKA,17/10/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
61 , EFSPL,25/10/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
62 , WELSMEL,16/11/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
158 , HINDURV,17/11/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , DONOTUSE,21/11/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , DONOTUSE,21/11/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , DONOTUSE,17/11/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , DONOTUSE,21/11/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
227 , HCGPUTE,18/11/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
63 , GOAGLSF,25/11/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
64 , IGSPL,16/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
64 , IGSPL,25/11/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , ELAWPRC,02/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
65 , PEFORCV,08/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , AARVKRO,12/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
189 , ACOVIED,12/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
191 , ANTIQAC,15/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
191 , ANTIQAC,12/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
141 , ASIANPL,12/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
194 , AVLCRMC,12/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
195 , AXWELLG,12/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
199 , BEGLASS,12/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
200 , BHRTFRG,12/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
66 , BHEL,12/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
203 , BICELLO,12/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
143 , CAPAROE,12/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
209 , CLVTPVL,12/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
210 , COMFIND,13/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
67 , DCMSHRI,13/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
138 , DEENOVK,13/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
212 , DHARLTD,13/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
213 , DURAVIT,13/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
214 , DURZGRA,13/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
216 , ERACLTD,13/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
219 , EURILTD,13/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
221 , FIORGPL,13/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
68 , GAMALTD,13/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
69 , GFLLTD,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
70 , GMRLTD,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
71 , GOCOPRL,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
111 , GLDIDLI,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
72 , GJALCHEM,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
73 , GUJASZR,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
74 , GUJAGAS,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
75 , JOHNTBK,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
76 , HARYCIT,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
77 , HCGKCEP,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
78 , HEGLPWN,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
79 , HEROMO,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
80 , HICOTED,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
81 , HOECLTD,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
82 , HINZINC,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
144 , HINAGIL,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
83 , HINSPEC,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
229 , HOLLFIE,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
84 , HNDMTRS,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
147 , HPOIGAS,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
230 , ICONGLTD,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
148 , INDOLPL,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
85 , GASJIND,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
236 , LEXGRAN,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
239 , LOCEPRI,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
240 , LORVTPL,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
241 , LUMGLAP,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
86 , MANIKAR,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
87 , MARUTIS,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
243 , MAXGLTD,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
244 , LLPMILL,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
245 , LTDMILG,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
246 , MILVITL,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
88 , MINDLTD,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
89 , MMPINDL,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
247 , MOINLIM,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
248 , MOSPLTD,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
90 , NAGAFCL,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
91 , NARMADA,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
166 , ESSAREX,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
92 , NEL,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
250 , OWECORN,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
93 , PETNETLNG,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
94 , PRISM,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
252 , QUCELTD,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
253 , RAMALIM,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
 , RANDSIN,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
139 , SASANPO,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
95 , SENTOVI,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
96 , SHOLAGA,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
97 , SHREELI,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
258 , SIVPLTD,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
259 , SIYARAM,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
260 , SIYALIM,14/12/2022 00:00:00, 	(17-MAY-2025 17:41:40)	 (Not Inserted)
