

<<START>>,<<FMS_SECURITY_DEAL_MAP(P)>>,,,, 	(04-JUN-2025 12:44:29)
 
COMPANY_CD,CD,SEQ_NO,MAP_SEQ_NO,SEQ_REV_NO,GX,TIMESTAMP
2, 1, 1, 0, 0 ,null,RIL-1-9-D-22009-0,22001,D, 	(04-JUN-2025 12:44:29)
2, 1, 2, 0, 0 ,null,RIL-1-10-D-22010-0,22001,D, 	(04-JUN-2025 12:44:29)
2, 1, 3, 0, 0 ,null,RIL-1-11-D-22011-0,22001,D, 	(04-JUN-2025 12:44:29)
2, 1, 4, 0, 0 ,null,RIL-1-12-D-22012-0,22001,D, 	(04-JUN-2025 12:44:29)
2, 116, 5, 0, 0 ,null,SELNG--1-N-22013-,22002,N, 	(04-JUN-2025 12:44:29)
2, 116, 6, 0, 0 ,null,SELNG--1-N-21063-,21023,N, 	(04-JUN-2025 12:44:29)
2, 20, 7, 0, 0, null,AMNS--1-N-21064-,21024,N, 	(04-JUN-2025 12:44:29)	 (Not Inserted)
2, 20, 8, 0, 0, null,AMNS--1-N-21065-,21025,N, 	(04-JUN-2025 12:44:29)	 (Not Inserted)
2, 256, 9, 0, 0 ,null,SITME--1-N-21050-,21010,N, 	(04-JUN-2025 12:44:29)
2, 1, 10, 0, 0 ,null,RIL-0-1-D-22001-0,22001,D, 	(04-JUN-2025 12:44:29)
2, 1, 11, 0, 0 ,null,RIL-0-2-D-22002-0,22001,D, 	(04-JUN-2025 12:44:29)
2, 1, 12, 0, 0 ,null,RIL-0-3-D-22003-0,22001,D, 	(04-JUN-2025 12:44:29)
2, 1, 13, 0, 0 ,null,RIL-0-4-D-22004-0,22001,D, 	(04-JUN-2025 12:44:29)
2, 1, 14, 0, 0 ,null,RIL-0-5-D-22005-0,22001,D, 	(04-JUN-2025 12:44:29)
2, 1, 15, 0, 0 ,null,RIL-0-6-D-22006-0,22001,D, 	(04-JUN-2025 12:44:29)
2, 1, 16, 0, 0 ,null,RIL-0-7-D-22007-0,22001,D, 	(04-JUN-2025 12:44:29)
2, 1, 17, 0, 0 ,null,RIL-1-8-D-22008-0,22001,D, 	(04-JUN-2025 12:44:29)
2, 1, 18, 0, 0 ,null,RIL-1-9-D-22009-0,22001,D, 	(04-JUN-2025 12:44:29)
2, 15, 19, 0, 0 ,null,HPCL-0-1-D-22014-0,22003,D, 	(04-JUN-2025 12:44:29)
2, 15, 20, 0, 0 ,null,HPCL-0-1-D-22020-0,22009,D, 	(04-JUN-2025 12:44:29)
2, 15, 21, 0, 0 ,null,HPCL-0-1-D-22020-0,22009,D, 	(04-JUN-2025 12:44:29)
2, 20, 22, 0, 0, null,AMNS--1-N-22022-,22011,N, 	(04-JUN-2025 12:44:29)	 (Not Inserted)
